No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings,Target Price,IPO Date
4610,WDFC,WD-40 Company,Basic Materials,Specialty Chemicals,USA,1.47B,29.48,26.52,2.27,3.86,11.42,14.47,61.08,1.87%,49.10%,3.56,19.60%,8.30%,11.20%,13.00%,2.50%,-7.70%,2.00%,13.98M,13.52M,3.60%,0.12%,82.50%,-0.15%,13.46%,23.94,14.80%,36.90%,19.50%,3.20,2.60,1.03,1.14,57.00%,18.90%,13.40%,0.67%,-3.58%,0.66%,-0.62%,3.59%,-9.46%,0.66,1.39,1.32%,1.33%,-0.23%,-2.87%,-4.71%,-6.98%,3.74%,-14.70%,5.16%,44.20,-1.13%,0.24%,3.00,76.01K,0.87,104.85,-0.90%,"66,304",Apr 06/a,113.67,
4609,WDC,Western Digital Corporation,Technology,Data Storage Devices,USA,25.17B,-,9.59,-,1.58,2.37,4.93,20.82,2.25%,-,-1.58,-83.80%,14.21%,-20.20%,2.00%,6.40%,-25.50%,47.40%,282.58M,282.58M,0.20%,-35.17%,87.30%,0.07%,1.81%,1.31,-1.60%,-4.00%,2.00%,2.30,1.80,1.21,1.22,27.90%,4.20%,-2.70%,7.17%,9.44%,12.71%,59.71%,99.93%,31.90%,1.37,2.63,3.16%,2.67%,5.90%,12.46%,39.29%,1.22%,25.56%,1.22%,163.18%,65.89,-1.72%,5.74%,1.90,3.90M,4.45,89.07,3.92%,"17,341,997",Apr 27/a,94.11,
4608,WDAY,"Workday, Inc.",Technology,Application Software,USA,17.46B,-,107.24,-,11.13,25.26,8.74,76.62,-,-,-1.74,-35.00%,60.75%,5.40%,63.95%,63.50%,25.40%,35.00%,199.78M,125.96M,1.20%,-51.36%,90.20%,0.94%,10.63%,8.91,-14.00%,-35.70%,-23.00%,1.90,1.90,0.46,0.00,69.20%,-25.00%,-26.00%,2.82%,3.33%,3.10%,0.83%,16.27%,32.24%,1.88,1.61,1.60%,1.71%,4.09%,3.54%,5.67%,-5.47%,8.42%,-6.37%,32.85%,65.96,0.63%,0.02%,2.60,1.50M,0.54,87.40,0.66%,"804,060",Feb 27/a,88.91,
4607,WD,"Walker & Dunlop, Inc.",Financial,Mortgage Investment,USA,1.36B,12.29,11.20,2.46,2.37,2.17,11.46,1.80,-,0.00%,3.65,37.70%,4.43%,17.90%,5.00%,30.40%,70.30%,47.00%,30.35M,28.36M,8.50%,-8.83%,82.20%,-0.16%,7.04%,7.25,4.40%,20.60%,4.10%,-,-,3.53,3.53,-,32.30%,19.80%,4.47%,8.99%,46.62%,86.18%,103.77%,43.75%,1.43,1.11,2.67%,2.41%,5.14%,7.41%,42.64%,-2.90%,17.29%,-2.90%,125.72%,63.38,-2.03%,0.28%,2.40,275.24K,0.94,44.85,-1.75%,"259,515",May 03/b,38.75,
4606,WCST,"Wecast Network, Inc.",Services,CATV Systems,USA,174.53M,-,-,-,38.78,4.15,69.81,-,-,-,-0.60,-112.20%,-,9.10%,-,-10.40%,-419.10%,-87.50%,58.37M,33.96M,-,-,7.10%,-,4.67%,9.60,-59.80%,-80.50%,-71.90%,0.50,0.50,0.00,0.08,2.40%,-,-,6.03%,43.76%,160.00%,116.67%,92.90%,143.09%,1.05,0.22,9.84%,8.74%,12.28%,34.60%,81.22%,-11.93%,139.20%,-11.93%,171.82%,61.85,-6.56%,-1.23%,3.00,165.13K,0.68,2.99,-7.72%,"112,011",Mar 31/b,11.00,
4605,WCN,"Waste Connections, Inc.",Industrial Goods,Waste Management,USA,16.09B,60.74,26.14,2.99,4.77,2.86,104.20,44.93,0.78%,40.50%,1.52,-31.30%,15.33%,19.90%,20.28%,12.90%,-44.10%,116.70%,174.84M,174.84M,1.00%,-2.30%,70.30%,4.86%,0.47%,1.52,2.70%,5.50%,3.70%,1.20,1.20,0.64,0.64,42.00%,13.40%,7.30%,2.27%,5.01%,15.27%,22.75%,38.10%,17.33%,0.35,1.22,1.88%,1.21%,3.56%,5.23%,16.16%,-1.91%,13.50%,-1.91%,44.30%,65.84,-1.10%,0.25%,1.90,538.52K,1.05,92.02,-0.85%,"566,902",Apr 26/a,97.93,
4604,WCG,"WellCare Health Plans, Inc.",Healthcare,Health Care Plans,USA,6.79B,28.29,21.26,2.43,0.48,3.40,1.72,10.57,-,0.00%,5.42,103.10%,14.56%,-2.30%,11.66%,18.40%,242.90%,0.60%,44.29M,44.25M,0.30%,-9.97%,-,0.28%,3.74%,4.17,4.10%,12.80%,8.10%,-,-,0.50,0.50,-,3.70%,1.70%,2.18%,11.64%,5.57%,32.85%,66.03%,11.91%,0.81,2.44,1.29%,1.61%,4.87%,7.16%,18.42%,-1.25%,12.61%,-1.25%,76.84%,73.06,-0.63%,0.66%,2.60,397.43K,1.18,153.41,0.02%,"467,277",May 03/b,150.78,
4603,WCC,"WESCO International, Inc.",Services,Industrial Equipment Wholesale,USA,2.94B,30.07,13.42,3.53,0.40,1.47,26.72,10.42,-,0.00%,2.03,-49.70%,17.46%,-11.90%,8.52%,3.70%,-5.30%,-3.70%,48.26M,44.07M,0.30%,-34.70%,95.00%,0.12%,2.37%,1.90,2.20%,5.20%,5.20%,2.40,1.50,0.68,0.70,19.70%,2.80%,1.40%,-6.37%,-11.22%,-17.24%,1.50%,7.48%,-8.41%,1.71,2.17,3.53%,2.81%,-9.56%,-11.55%,-5.18%,-16.85%,-1.93%,-19.96%,22.71%,30.61,-2.87%,0.24%,2.50,550.21K,2.55,60.95,-2.64%,"1,400,340",Apr 27/b,74.07,
4602,WBT,"Welbilt, Inc.",Industrial Goods,Diversified Machinery,USA,2.08B,36.03,22.21,1.80,1.42,-,38.57,-,-,0.00%,0.57,-50.30%,28.02%,-,20.00%,-,-68.40%,-3.30%,101.23M,-,0.30%,-,84.80%,0.22%,-,10.08,4.40%,-90.20%,14.10%,1.00,0.50,-,-,36.60%,13.70%,5.50%,3.12%,5.40%,4.54%,32.51%,37.31%,6.05%,-,0.44,2.10%,2.14%,4.91%,6.57%,14.34%,-2.84%,16.80%,-2.84%,40.80%,65.88,-1.44%,0.63%,2.10,667.62K,0.67,20.50,-0.82%,"444,795",May 08/b,20.86,
4601,WBS,Webster Financial Corporation,Financial,Regional - Northeast Banks,USA,4.64B,23.51,18.26,2.01,5.65,1.93,11.19,17.33,1.97%,45.10%,2.16,1.20%,15.53%,6.40%,11.69%,3.30%,11.90%,6.70%,91.37M,91.01M,1.00%,-21.62%,99.10%,0.89%,6.56%,7.81,0.80%,8.40%,21.50%,-,-,0.09,0.09,-,80.60%,24.10%,1.09%,3.84%,-5.65%,28.43%,41.69%,-5.95%,1.32,1.48,2.87%,2.62%,2.53%,-2.50%,10.92%,-11.63%,8.45%,-11.63%,65.32%,49.67,-2.29%,-0.04%,3.00,765.04K,0.92,50.81,-2.33%,"706,083",Apr 21/b,52.00,
4600,WBMD,WebMD Health Corp.,Technology,Healthcare Information Services,USA,2.04B,28.91,26.05,5.78,2.89,8.45,2.06,15.51,-,0.00%,1.88,13.60%,3.69%,9.30%,5.00%,4.80%,18.80%,8.00%,37.59M,36.94M,1.50%,-42.50%,93.60%,4.01%,12.80%,6.70,6.50%,36.00%,8.80%,6.40,6.40,4.28,4.28,62.20%,23.90%,13.00%,2.13%,0.82%,12.44%,4.65%,-13.66%,9.40%,0.59,0.96,1.93%,1.59%,2.42%,3.91%,3.36%,-1.85%,9.69%,-19.72%,12.74%,60.77,-1.49%,-0.02%,2.10,705.71K,0.76,54.23,-1.51%,"537,048",May 02/a,60.29,
4599,WBKC,"Wolverine Bancorp, Inc.",Financial,Money Center Banks,USA,63.11M,13.77,-,-,3.76,0.95,0.59,11.07,5.35%,72.50%,2.17,39.30%,-,36.60%,-,3.20%,5.10%,0.00%,2.11M,1.72M,2.00%,0.00%,34.90%,0.48%,0.06%,1.24,1.10%,6.90%,18.50%,-,-,0.00,0.00,-,81.30%,25.60%,-3.66%,-9.85%,-7.25%,18.41%,20.92%,-5.34%,0.29,0.33,0.98%,0.34%,-5.66%,-8.48%,4.92%,-14.54%,3.15%,-14.54%,23.92%,29.52,0.00%,-0.29%,-,0.84K,0.41,29.91,-0.29%,341,-,-,
4598,WBK,Westpac Banking Corporation,Financial,Foreign Money Center Banks,Australia,87.46B,16.15,13.50,3.23,3.67,2.02,1.43,-,5.12%,0.00%,1.63,-12.20%,4.66%,-0.50%,5.00%,-3.50%,-12.10%,-3.40%,3.32B,3.11B,0.10%,0.00%,0.50%,0.22%,0.01%,2.63,0.90%,13.70%,4.80%,-,-,3.20,0.00,-,44.10%,23.40%,2.13%,-1.79%,7.38%,12.80%,12.80%,12.22%,1.42,0.36,1.10%,0.87%,0.80%,0.70%,9.34%,-2.59%,5.15%,-2.59%,29.68%,53.27,0.46%,-0.72%,1.00,144.09K,3.67,26.35,-0.26%,"528,435",-,26.22,
4597,WBC,WABCO Holdings Inc.,Consumer Goods,Auto Parts,USA,6.52B,29.70,17.46,3.78,2.32,9.29,7.56,22.37,-,0.00%,4.00,-15.60%,15.19%,-5.10%,7.85%,0.10%,-33.20%,6.40%,54.83M,53.72M,0.60%,-1.37%,99.70%,-0.12%,3.07%,4.57,7.70%,29.90%,14.10%,3.50,3.10,1.37,1.37,31.10%,12.70%,7.90%,3.68%,1.19%,8.63%,22.31%,5.83%,11.98%,1.72,2.46,1.75%,1.95%,2.53%,2.87%,10.36%,-0.94%,7.56%,-0.94%,40.71%,58.37,-0.05%,0.11%,2.00,360.05K,1.28,118.87,0.06%,"459,321",Apr 21/b,126.00,
4596,WBB,"Westbury Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,84.25M,24.21,-,-,3.62,0.97,1.95,11.70,-,0.00%,0.86,9.00%,-,-,-,-3.10%,-26.10%,5.40%,4.07M,3.34M,3.60%,6.10%,35.00%,-132.49%,0.12%,1.31,0.50%,4.00%,22.10%,-,-,0.00,0.00,-,84.80%,13.70%,-2.13%,0.05%,-5.05%,5.94%,5.77%,0.00%,-0.07,0.32,1.26%,1.05%,-1.00%,-1.06%,1.72%,-9.80%,4.81%,-10.00%,10.11%,44.90,0.00%,-0.34%,-,3.00K,0.63,20.70,-0.34%,"1,897",May 01,-,
4595,WBAI,500.COM LTD,Services,Gaming Activities,China,539.92M,-,-,-,337.45,2.01,2.36,-,-,-,-0.70,42.70%,-,-59.80%,15.75%,-45.70%,95.10%,971.40%,41.50M,0.58M,1.04%,0.00%,23.60%,0.83%,-,-,-10.30%,-11.20%,-12.20%,8.10,8.10,0.02,0.00,-29.40%,-,-,-3.56%,-0.91%,0.00%,-27.72%,-30.35%,-15.13%,0.22,0.36,2.04%,2.95%,-5.36%,-1.41%,-15.18%,-12.68%,5.77%,-34.88%,19.14%,38.07,-0.99%,0.08%,4.00,192.87K,0.52,13.01,-0.91%,"99,701",May 25/b,13.80,
4594,WBA,"Walgreens Boots Alliance, Inc.",Services,Drug Stores,USA,92.85B,22.17,15.71,1.62,0.80,3.11,7.85,17.71,1.73%,37.40%,3.90,-4.50%,10.60%,5.40%,13.70%,10.20%,14.30%,-2.40%,1.07B,935.44M,0.20%,-,61.50%,-0.08%,1.14%,2.93,6.00%,14.10%,10.20%,1.60,1.00,0.59,0.63,25.10%,4.80%,3.70%,2.99%,3.31%,6.66%,6.11%,9.69%,5.04%,1.28,1.23,1.93%,1.36%,3.84%,2.36%,5.17%,-1.66%,7.77%,-1.66%,15.83%,70.01,0.90%,-0.14%,2.00,3.63M,0.99,86.54,0.76%,"3,604,673",Apr 05/b,93.52,
4593,WB,WEIBO CORP,Technology,Internet Information Providers,China,11.57B,115.41,28.51,1.80,17.64,16.14,29.21,-,-,0.00%,0.48,204.00%,48.07%,23.20%,64.17%,-,119.70%,42.80%,207.07M,17.35M,6.62%,0.00%,35.00%,3.10%,53.96%,6.35,11.50%,15.60%,18.10%,2.10,2.10,0.00,0.00,73.90%,21.50%,16.50%,5.66%,4.20%,16.11%,10.18%,130.92%,37.59%,-,1.54,2.71%,2.49%,8.17%,8.81%,18.18%,-4.98%,17.95%,-4.98%,163.12%,72.72,0.47%,0.42%,1.90,1.47M,0.73,55.86,0.88%,"1,078,569",May 24/a,61.19,
4592,WAYN,"Wayne Savings Bancshares, Inc.",Financial,Savings & Loans,USA,51.44M,22.33,-,-,3.30,1.22,2.46,14.70,1.97%,44.00%,0.82,36.60%,-,12.40%,-,4.30%,-46.90%,5.40%,2.82M,2.57M,0.40%,6.11%,19.90%,3.71%,0.02%,0.25,0.50%,5.50%,30.30%,-,-,0.00,0.00,-,84.00%,14.40%,1.62%,2.47%,2.82%,24.11%,41.95%,10.55%,0.27,0.18,0.99%,0.61%,1.59%,1.45%,17.40%,-2.72%,5.98%,-2.72%,51.12%,56.88,1.28%,-1.32%,-,1.84K,0.99,18.24,-0.05%,"1,831",May 15,-,
4591,WATT,Energous Corporation,Consumer Goods,Electronic Equipment,USA,255.68M,-,420.67,-,170.45,8.64,8.17,-,-,-,-2.59,-25.30%,101.40%,-,-,-,-21.90%,-,20.26M,15.26M,4.30%,-13.55%,36.00%,-1.06%,36.17%,12.51,-170.20%,-214.50%,-160.20%,4.90,4.90,0.00,0.00,-,-,-,-13.38%,-20.68%,-7.27%,-11.13%,19.85%,-25.10%,-,0.60,6.90%,4.05%,-12.51%,-15.93%,-19.04%,-25.55%,6.95%,-38.59%,37.17%,29.29,1.77%,0.81%,1.80,441.27K,0.77,12.62,2.60%,"339,240",Mar 08/a,20.95,
4590,WAT,Waters Corporation,Healthcare,Medical Instruments & Supplies,USA,13.62B,26.50,22.05,3.14,6.29,5.93,4.84,25.51,-,0.00%,6.41,13.50%,9.37%,6.40%,8.43%,3.20%,17.60%,7.20%,80.19M,76.45M,3.20%,-4.27%,96.80%,0.27%,3.21%,4.89,11.60%,23.70%,13.20%,7.00,6.50,0.74,0.79,58.90%,28.80%,24.10%,7.17%,9.18%,17.67%,23.63%,29.05%,26.42%,0.83,2.93,2.52%,1.74%,6.85%,8.37%,13.21%,-2.74%,13.85%,-2.74%,31.80%,76.64,-0.63%,0.13%,2.40,502.76K,1.40,169.89,-0.49%,"705,825",Apr 25/b,157.46,
4589,WASH,"Washington Trust Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,827.54M,18.20,14.19,3.64,6.20,2.15,5.48,26.69,3.09%,52.60%,2.70,6.10%,18.53%,8.20%,5.00%,1.90%,13.90%,11.40%,16.82M,14.86M,0.90%,-12.90%,54.90%,-0.87%,2.17%,7.68,1.10%,11.90%,19.90%,-,-,0.06,0.06,-,78.60%,34.80%,-3.81%,-0.34%,-12.25%,8.48%,38.63%,-11.55%,0.69,1.37,3.04%,2.54%,-1.40%,-4.58%,3.80%,-12.17%,2.65%,-14.96%,47.01%,42.08,-3.24%,0.10%,2.30,41.98K,1.27,49.20,-3.15%,"53,495",Apr 24/b,58.50,
4588,WAL,Western Alliance Bancorporation,Financial,Regional - Pacific Banks,USA,4.98B,19.15,13.87,2.05,7.11,2.63,14.24,18.45,-,0.00%,2.50,23.10%,16.22%,63.70%,9.33%,18.80%,16.40%,23.90%,103.98M,95.65M,2.20%,-44.84%,85.10%,1.19%,1.80%,2.36,1.60%,14.40%,24.20%,-,-,0.19,0.19,-,92.70%,37.10%,3.12%,0.15%,-5.20%,28.28%,31.20%,-1.66%,1.64,1.39,2.08%,2.51%,0.17%,-3.52%,9.84%,-11.03%,6.09%,-11.03%,61.17%,46.88,-1.50%,0.06%,1.80,729.18K,1.01,47.90,-1.44%,"736,247",Apr 20/a,58.50,
4587,WAIR,"Wesco Aircraft Holdings, Inc.",Services,Industrial Equipment Wholesale,USA,1.18B,14.26,10.03,9.97,0.81,1.34,23.13,18.33,-,0.00%,0.85,158.30%,9.10%,2.80%,1.43%,15.80%,-37.00%,-5.70%,97.46M,87.67M,0.60%,-47.19%,89.80%,0.23%,3.34%,5.64,4.20%,9.60%,7.20%,4.20,1.30,0.90,0.95,26.50%,10.20%,5.80%,0.00%,7.52%,-19.00%,-4.63%,-16.03%,-18.73%,0.73,0.33,2.85%,2.76%,2.77%,3.01%,-9.57%,-3.95%,11.47%,-23.00%,11.47%,55.19,-2.80%,0.40%,3.40,519.50K,0.89,12.15,-2.41%,"459,886",May 04/a,14.14,
4586,WAGE,"WageWorks, Inc.",Services,Management Services,USA,2.72B,135.91,36.23,9.06,7.46,6.63,4.01,12.63,-,0.00%,0.54,-13.40%,15.28%,-12.40%,15.00%,21.90%,-11.10%,21.70%,36.89M,36.89M,0.60%,-31.28%,99.90%,0.43%,5.11%,8.28,1.80%,5.40%,3.20%,1.20,1.20,0.61,0.61,64.30%,9.00%,5.50%,1.10%,3.51%,1.72%,26.91%,35.76%,1.79%,1.06,1.46,1.55%,1.83%,2.52%,-0.79%,8.36%,-8.32%,7.35%,-8.32%,39.75%,53.41,-0.34%,0.07%,1.90,227.88K,0.87,73.80,-0.27%,"197,935",May 04/a,83.80,
4585,WAFD,"Washington Federal, Inc.",Financial,Savings & Loans,USA,2.96B,18.01,16.54,1.80,5.55,1.50,7.67,-,1.78%,30.10%,1.87,6.90%,8.06%,12.30%,10.00%,-3.60%,0.80%,0.80%,87.98M,87.98M,1.00%,-19.23%,86.30%,-6.06%,3.79%,7.40,-,-,17.30%,-,-,-,-,-,-,-,-0.44%,3.69%,1.05%,27.20%,41.82%,-0.72%,1.12,0.82,2.21%,2.44%,1.09%,0.81%,12.05%,-4.67%,8.01%,-5.13%,51.61%,50.55,-1.89%,0.00%,3.00,450.99K,0.86,33.70,-1.89%,"386,767",Apr 21/b,34.25,
4584,WAC,Walter Investment Management Corp.,Financial,Mortgage Investment,USA,36.82M,-,-,-,0.04,0.14,0.16,0.09,-,-,-14.77,-110.00%,49.10%,-43.60%,-,21.60%,80.70%,33.90%,34.41M,34.28M,0.50%,0.00%,91.50%,-0.76%,11.71%,5.48,-3.00%,-130.70%,-11.40%,-,-,10.96,15.26,-,-78.50%,-53.10%,3.88%,8.07%,-71.47%,-81.06%,-85.98%,-77.47%,0.73,0.12,7.94%,12.08%,1.07%,-43.33%,-70.83%,-74.82%,66.64%,-86.80%,66.64%,37.34,4.90%,2.02%,4.00,732.29K,0.28,1.07,7.02%,"205,369",Mar 14/b,1.38,
4583,WABC,Westamerica Bancorporation,Financial,Regional - Pacific Banks,USA,1.40B,24.01,21.43,8.00,10.45,2.53,2.95,39.05,2.84%,67.90%,2.29,-0.20%,10.55%,-5.60%,3.00%,-8.40%,-2.30%,-2.10%,25.48M,25.18M,0.10%,-91.11%,84.00%,-0.03%,12.25%,24.30,1.10%,10.60%,20.30%,-,-,0.00,0.00,-,-,43.90%,-4.11%,-0.33%,-3.88%,14.64%,15.53%,-11.96%,0.99,1.51,2.80%,2.71%,-0.66%,-2.19%,1.67%,-8.04%,4.26%,-15.21%,23.45%,44.72,-3.69%,0.12%,3.50,126.95K,0.95,55.02,-3.58%,"121,060",Apr 20,51.33,
4582,WAB,Westinghouse Air Brake Technologies Corporation,Services,Railroads,USA,7.99B,25.01,18.17,3.26,2.72,3.41,20.04,21.78,0.48%,10.60%,3.35,-18.70%,15.28%,13.70%,7.67%,8.30%,-60.50%,-8.70%,95.21M,85.31M,2.20%,-1.86%,94.00%,0.13%,17.25%,16.63,7.30%,16.60%,8.80%,2.00,1.50,0.80,0.86,31.50%,15.60%,10.40%,3.38%,9.20%,-4.59%,9.06%,0.76%,1.17%,1.08,1.71,2.57%,2.00%,4.16%,5.14%,5.19%,-5.60%,13.27%,-5.82%,28.49%,62.04,-1.17%,0.28%,1.90,885.04K,1.02,83.89,-0.89%,"906,236",Apr 25/b,89.78,
4581,WAAS,AQUAVENTURE HOLDINGS LTD,Utilities,Water Utilities,USA,486.07M,-,-,-,4.26,1.34,5.10,-,-,-,-0.79,51.70%,50.60%,-,-,-,77.40%,12.90%,26.46M,24.57M,5.70%,-,79.30%,0.27%,8.26%,16.30,-4.50%,62.70%,-2.20%,2.60,2.50,0.32,0.39,49.00%,-9.40%,-17.90%,1.72%,7.87%,-5.55%,-18.10%,-,-25.11%,-,0.52,2.90%,2.99%,3.31%,7.18%,-8.68%,-9.09%,28.46%,-30.23%,28.46%,62.60,-0.70%,0.38%,1.40,124.47K,0.74,18.37,-0.33%,"91,838",Mar 16/a,27.00,
4580,W,WAYFAIR INC.,Services,Catalog & Mail Order Houses,USA,3.96B,-,-,-,1.17,49.15,11.35,-,-,-,-2.29,-147.30%,45.40%,-,27.25%,-,-179.10%,33.10%,86.55M,10.92M,2.70%,-53.81%,-,3.33%,-,-,-28.00%,-139.60%,-181.70%,0.90,0.80,0.36,0.36,20.10%,-5.80%,-5.80%,-0.54%,13.57%,8.04%,32.38%,20.29%,30.41%,-,1.47,4.10%,3.41%,5.59%,13.31%,17.09%,-2.66%,29.27%,-7.36%,65.62%,65.03,0.68%,0.18%,2.40,1.08M,0.77,45.71,0.86%,"837,379",May 09/b,42.60,
4579,VZ,Verizon Communications Inc.,Technology,Telecom Services - Domestic,USA,189.36B,14.29,11.75,8.75,1.50,7.97,-,-,5.03%,76.00%,3.21,-26.50%,2.68%,65.80%,1.63%,2.60%,-20.00%,-7.30%,4.12B,4.08B,0.01%,-9.05%,64.80%,-0.22%,0.69%,1.80,5.10%,57.20%,15.10%,1.00,1.00,4.80,4.96,59.20%,20.90%,9.70%,-2.84%,-5.44%,-6.34%,-1.42%,-5.98%,-12.04%,0.47,0.67,1.50%,1.27%,-4.82%,-5.77%,-7.81%,-8.82%,-1.44%,-15.77%,2.05%,28.49,-1.57%,-0.06%,2.60,15.59M,1.66,45.91,-1.63%,"25,912,989",Apr 20/b,51.26,
4578,VYGR,Voyager Therapeutics,Healthcare,Biotechnology,USA,291.38M,-,-,-,20.52,1.96,1.67,-,-,-,-1.59,-6.70%,-1.30%,-,-,-,-67.70%,-51.00%,27.91M,22.64M,-,-,79.50%,-0.19%,4.40%,10.48,-19.60%,-26.60%,-30.40%,13.00,13.00,0.00,0.00,-,-,-,0.97%,-14.36%,-11.22%,-16.14%,-17.60%,-18.05%,-,0.68,6.43%,5.96%,-11.46%,-13.60%,-18.35%,-27.70%,8.07%,-42.79%,8.07%,35.21,-1.60%,0.09%,1.70,95.05K,1.15,10.44,-1.51%,"109,306",Mar 15/b,28.25,
4577,VWR,VWR CORP,Healthcare,Medical Laboratories & Research,USA,3.72B,25.14,14.47,3.18,0.83,2.49,22.08,18.05,-,0.00%,1.12,-4.00%,7.90%,56.40%,7.92%,1.60%,-49.80%,1.60%,131.80M,131.60M,0.10%,0.00%,38.60%,0.04%,6.80%,12.27,3.00%,10.10%,6.40%,1.40,0.90,1.22,1.41,28.00%,7.00%,3.30%,2.28%,1.58%,11.08%,2.80%,5.21%,12.90%,-,0.45,1.07%,1.52%,1.82%,2.11%,3.18%,-1.53%,9.45%,-10.99%,15.72%,58.24,-0.28%,-0.07%,2.50,729.26K,0.30,28.26,-0.35%,"216,723",May 05/b,30.00,
4576,VVV,VALVOLINE INC,Basic Materials,Oil & Gas Refining & Marketing,USA,4.61B,16.24,15.67,3.23,2.35,-,19.55,23.07,0.90%,3.60%,1.37,35.80%,2.68%,-,5.03%,-,10.80%,7.20%,207.35M,34.32M,-,-,24.90%,0.04%,44.52%,20.04,18.90%,129.70%,67.50%,1.50,1.30,-,-,39.20%,23.20%,14.30%,-1.59%,-7.45%,-5.76%,7.92%,-,3.71%,-,0.51,2.56%,2.12%,-5.79%,-4.56%,0.12%,-10.43%,0.31%,-10.74%,22.13%,33.90,0.04%,-0.18%,2.40,762.41K,0.81,22.25,-0.13%,"620,654",Apr 25/a,25.10,
4575,VVUS,"VIVUS, Inc.",Healthcare,Biotechnology,USA,105.60M,4.86,-,6.07,0.85,5.94,0.39,-,-,0.00%,0.21,124.80%,13.50%,19.10%,0.80%,-,549.80%,434.60%,104.55M,99.30M,0.90%,-76.92%,36.80%,-17.27%,6.00%,9.62,8.20%,-136.10%,21.40%,6.30,6.00,12.78,13.26,91.50%,44.80%,18.80%,1.00%,-9.01%,-9.82%,-9.82%,-39.52%,-12.17%,0.78,0.03,3.59%,3.15%,-2.88%,-6.55%,-10.70%,-19.20%,1.05%,-42.29%,8.60%,42.13,-0.98%,-0.97%,2.30,619.72K,0.63,1.01,-1.94%,"389,964",Mar 08/a,10.40,
4574,VVI,Viad Corp,Services,Business Services,USA,905.99M,21.94,17.09,1.57,0.75,2.54,43.35,21.37,0.88%,19.20%,2.06,54.10%,4.55%,37.70%,14.00%,5.00%,-433.10%,1.90%,20.04M,19.93M,1.20%,0.00%,90.80%,0.42%,1.05%,2.24,5.00%,12.00%,7.90%,0.50,0.40,0.21,0.70,7.10%,5.80%,3.50%,1.46%,0.67%,2.95%,24.89%,49.09%,2.72%,0.60,1.13,3.59%,2.35%,1.97%,-0.42%,10.45%,-6.21%,5.24%,-6.21%,63.33%,51.59,-6.80%,5.21%,2.00,93.06K,1.76,45.20,-1.95%,"163,886",Apr 27/a,51.13,
4573,VVC,Vectren Corporation,Utilities,Diversified Utilities,USA,4.94B,23.25,21.17,4.18,2.02,2.78,72.06,-,2.83%,63.40%,2.56,7.10%,6.61%,8.10%,5.57%,1.00%,6.60%,15.70%,83.19M,82.83M,0.10%,0.00%,65.10%,0.08%,0.79%,1.59,3.80%,12.30%,7.30%,0.80,0.70,0.90,1.08,85.20%,15.60%,8.60%,0.58%,2.15%,10.10%,22.77%,25.92%,14.81%,0.72,0.70,1.29%,1.08%,0.48%,3.16%,14.21%,-1.74%,9.87%,-1.74%,29.81%,56.64,-1.23%,0.00%,2.40,409.70K,3.64,59.42,-1.23%,"1,491,577",May 08/b,56.00,
4572,VUZI,Vuzix Corporation,Consumer Goods,Electronic Equipment,USA,122.25M,-,-,-,58.21,6.02,-,-,-,-,-1.23,-27.30%,33.30%,4.00%,-,-15.10%,-52.50%,20.00%,20.72M,16.54M,8.30%,-,15.40%,5.38%,21.15%,12.96,-126.70%,-168.90%,-97.00%,4.10,3.50,0.00,0.08,-54.70%,-,-,0.00%,1.72%,-5.60%,-20.27%,23.43%,-13.24%,1.74,0.32,5.87%,5.21%,0.04%,-6.20%,-18.23%,-24.36%,8.26%,-39.80%,37.21%,46.34,-2.48%,0.00%,2.00,269.90K,0.79,5.90,-2.48%,"213,999",Mar 17/b,10.33,
4571,VTVT,vTv Therapeutics Inc.,Healthcare,Biotechnology,USA,181.39M,-,-,-,302.32,-,3.52,-,-,-,-1.71,48.40%,-62.90%,-,-,-,-21.00%,-83.20%,32.92M,7.03M,0.70%,4.54%,42.50%,1.00%,3.75%,11.48,-25.60%,19.00%,68.90%,4.60,4.60,-,-,-,-,-,0.18%,-13.50%,-5.49%,-17.64%,-13.77%,14.08%,-,0.29,4.30%,5.09%,-5.58%,-5.95%,-5.21%,-18.97%,8.46%,-26.53%,18.49%,36.74,-0.90%,-0.36%,1.50,22.98K,0.90,5.51,-1.25%,"20,739",Feb 27,16.50,
